# M/msolar   r[kpc]   logP
1.37887 10.3993 1.06076e-22
1.38135 10.4167 8.07777e-23
1.38976 10.3847 7.93451e-23
1.38673 10.3533 5.98643e-23
1.39005 10.3407 2.96563e-23
1.39036 10.3793 5.57962e-23
1.39425 10.403 2.14105e-23
1.39379 10.3664 8.25843e-23
1.39447 10.4834 7.83972e-23
1.38985 10.5336 5.52978e-23
1.39407 10.5405 3.67236e-23
1.38856 10.6298 6.51295e-23
1.3891 10.5468 7.26273e-23
1.38479 10.5188 1.51849e-23
1.38545 10.5069 9.56901e-23
1.38924 10.4975 4.82817e-23
1.39024 10.4942 6.97011e-23
1.38649 10.5713 3.54313e-23
1.38456 10.5288 7.51684e-23
1.38519 10.5565 9.31473e-23
1.3853 10.4901 4.48825e-23
1.38632 10.4913 4.85316e-23
1.3833 10.4826 3.75757e-23
1.38113 10.4732 7.60966e-23
1.38187 10.4727 5.60201e-23
1.38272 10.4947 9.91125e-23
1.38026 10.5083 1.12495e-22
1.37978 10.5046 1.02834e-22
1.38202 10.3866 1.00161e-22
1.37834 10.4942 3.60768e-23
1.38258 10.4356 9.17922e-23
1.38037 10.4946 8.20661e-23
1.3814 10.4446 6.10122e-23
1.38238 10.3512 3.2656e-23
1.37894 10.3927 4.64806e-23
1.3759 10.4931 8.1696e-23
1.37862 10.5235 6.59464e-23
1.37783 10.5824 5.40095e-23
1.37529 10.5787 5.73277e-23
1.37851 10.5875 5.80441e-23
1.37569 10.6373 5.35589e-23
1.37585 10.627 6.04548e-23
1.37178 10.5726 6.90227e-23
1.37378 10.6723 7.85881e-24
1.37317 10.6041 1.66843e-23
1.37202 10.6264 1.66694e-23
1.37167 10.6052 3.2507e-23
1.37299 10.5818 2.69732e-23
1.36993 10.5924 8.55082e-23
1.36909 10.5418 1.01973e-22
1.37058 10.5522 2.44157e-23
1.36941 10.5998 7.19799e-23
1.36851 10.6459 1.06685e-22
1.36569 10.7466 9.17055e-23
1.36643 10.7754 5.2116e-23
1.36787 10.7378 6.6664e-23
1.372 10.672 3.40499e-23
1.37333 10.6974 3.81368e-23
1.37223 10.6837 4.96434e-23
1.36875 10.6981 3.39495e-23
1.37041 10.7352 4.98437e-23
1.37093 10.774 2.05572e-23
1.36769 10.8039 2.81756e-23
1.36402 10.7504 1.3795e-23
1.36225 10.6876 3.00436e-23
1.35772 10.5944 3.73257e-23
1.35393 10.5417 1.56388e-23
1.35994 10.5271 1.27746e-23
1.35719 10.5517 5.23506e-23
1.35651 10.5618 4.4753e-23
1.35536 10.6 3.78638e-23
1.35928 10.6079 4.56648e-23
1.36058 10.6055 6.66895e-23
1.35792 10.6169 5.94219e-23
1.35736 10.6531 1.67849e-23
1.35491 10.584 4.52876e-23
1.35509 10.5677 4.70011e-23
1.35287 10.5996 4.01289e-23
1.3524 10.658 4.80032e-23
1.35435 10.6949 5.18975e-23
1.35345 10.6133 5.44462e-23
1.35823 10.5945 6.08132e-23
1.36348 10.5192 3.19958e-23
1.36243 10.491 3.03207e-23
1.3641 10.5214 3.54913e-23
1.36864 10.446 6.58866e-23
1.36631 10.4894 2.88025e-23
1.36796 10.5403 3.7537e-23
1.37049 10.6003 1.7196e-23
1.36913 10.5647 7.20322e-23
1.36558 10.6005 7.74526e-23
1.36561 10.5841 5.156e-23
1.3646 10.5629 5.84371e-23
1.36481 10.6162 6.56488e-23
1.36464 10.6597 7.93214e-23
1.36952 10.6169 6.27474e-23
1.36671 10.7389 8.4728e-23
1.36757 10.8259 9.50595e-23
1.36715 10.7027 6.75929e-23
1.36705 10.712 2.97988e-23
1.36843 10.7037 9.1994e-23
1.36888 10.6581 6.09246e-23
1.36517 10.668 9.48629e-23
1.36697 10.6354 9.24255e-23
1.36753 10.6279 6.80058e-23
1.36664 10.6082 7.88983e-23
1.36616 10.5734 5.72476e-23
1.36546 10.525 9.29757e-23
1.36885 10.3504 5.99463e-23
1.36941 10.3186 6.07629e-23
1.36615 10.3182 2.49607e-23
1.36462 10.3043 1.31863e-23
1.36437 10.2415 1.2794e-23
1.36183 10.2156 1.87463e-23
1.35927 10.2869 1.04081e-23
1.36404 10.2358 2.85474e-23
1.36386 10.2186 4.95255e-23
1.3653 10.1535 4.04722e-23
1.36621 10.2343 4.40924e-23
1.36913 10.2106 5.09371e-23
1.37074 10.1227 4.20424e-23
1.3718 10.1665 3.4791e-23
1.37046 10.1824 2.44875e-24
1.37197 10.2153 7.44487e-24
1.37777 10.2244 1.13468e-23
1.37466 10.2286 3.471e-23
1.37468 10.1928 4.179e-23
1.37408 10.1875 4.52559e-23
1.37186 10.1708 2.02066e-23
1.3752 10.2454 4.2065e-23
1.37808 10.1437 9.11654e-24
1.38108 10.1452 4.983e-24
1.38175 10.0672 3.58042e-23
1.38416 10.0474 1.98411e-23
1.38261 10.0051 2.3383e-23
1.3832 10.0807 2.25627e-23
1.3841 10.0159 2.49407e-23
1.38956 10.0542 1.80732e-23
1.38774 10.041 2.3661e-23
1.38921 10.0405 1.7184e-23
1.3902 10.0832 1.43769e-23
1.38745 10.0872 1.35531e-23
1.38926 10.1347 2.57316e-23
1.39186 10.1391 2.65668e-23
1.39401 10.2062 2.70423e-23
1.39641 10.2345 2.45414e-23
1.39302 10.2328 3.07432e-23
1.39306 10.2298 4.14443e-23
1.38969 10.2589 5.83602e-23
1.38639 10.2561 5.66036e-23
1.38644 10.1958 3.27139e-23
1.38703 10.1424 2.48721e-23
1.3867 10.1296 3.22413e-23
1.3868 9.99018 3.56719e-23
1.38349 10.0468 4.17916e-23
1.38569 10.0881 2.22863e-23
1.38202 10.105 2.59818e-23
1.37824 10.1497 6.25146e-23
1.37957 10.2174 4.23524e-23
1.37722 10.2073 4.99071e-23
1.37456 10.1901 9.02752e-24
1.37333 10.2747 7.45663e-23
1.37451 10.3113 8.47803e-23
1.37868 10.2404 5.29677e-23
1.37731 10.2937 3.96207e-23
1.37754 10.3803 6.11375e-23
1.37456 10.4166 1.08232e-22
1.37478 10.4463 1.13705e-22
1.37484 10.4419 9.86188e-23
1.372 10.4382 2.31524e-23
1.36976 10.4193 9.25114e-23
1.37179 10.4277 9.59873e-23
1.37628 10.378 2.15823e-23
1.3787 10.3451 7.22083e-23
1.37925 10.315 8.01335e-23
1.38051 10.289 4.46706e-23
1.38375 10.2252 5.28619e-23
1.38141 10.2899 3.47234e-23
1.38014 10.2973 2.92501e-23
1.37977 10.351 2.77408e-23
1.38035 10.3869 4.30988e-23
1.37766 10.3676 6.97656e-23
1.38267 10.3135 6.63371e-23
1.38209 10.3561 6.90049e-23
1.38178 10.3233 6.63476e-23
1.38543 10.2955 3.63278e-23
1.383 10.3137 5.58804e-23
1.38174 10.3201 5.03387e-23
1.38189 10.2912 6.38824e-23
1.3842 10.3035 6.41449e-23
1.38495 10.2787 5.99628e-23
1.38593 10.3004 3.82046e-23
1.38224 10.3177 6.03116e-23
1.37917 10.4266 7.48855e-23
1.3778 10.4835 1.21601e-22
1.37822 10.4725 1.38668e-22
1.37589 10.5121 1.28984e-22
1.37501 10.5663 1.59326e-22
1.37161 10.6304 6.00572e-23
1.37544 10.7432 1.22027e-22
1.37642 10.6291 1.70957e-22
1.37558 10.5422 9.89512e-23
1.37707 10.5147 1.21515e-22
1.37956 10.5452 1.28531e-22
1.38219 10.5304 2.04469e-23
1.38098 10.5303 8.66328e-23
1.37846 10.5919 9.43458e-23
1.38066 10.513 2.65e-23
1.38239 10.4633 1.80292e-23
1.38375 10.4377 1.71606e-23
1.38754 10.452 4.7098e-23
1.38828 10.4654 4.81685e-23
1.39218 10.5307 6.93414e-23
1.38983 10.5411 3.78844e-23
1.39142 10.4544 3.23302e-23
1.39087 10.3513 3.65002e-23
1.39086 10.3844 3.34165e-23
1.39204 10.3986 2.86892e-23
1.39204 10.4133 1.84208e-23
1.38999 10.566 3.08864e-23
1.3905 10.4919 2.64356e-23
1.395 10.4827 1.20429e-24
1.39244 10.4307 2.0664e-23
1.38807 10.4505 3.25599e-23
1.38783 10.4577 3.93839e-23
1.38384 10.462 5.10977e-23
1.38938 10.567 5.0527e-23
1.38624 10.6164 5.62304e-23
1.3875 10.6302 5.61081e-23
1.38519 10.699 8.38135e-23
1.38304 10.6997 1.15807e-22
1.37912 10.7137 1.06178e-22
1.38179 10.7146 1.43879e-22
1.38644 10.7349 1.09592e-22
1.38274 10.7365 1.03432e-22
1.38477 10.7539 1.31122e-22
1.3878 10.7651 1.23225e-22
1.38519 10.7899 1.73279e-22
1.38175 10.8333 2.09695e-22
1.38524 10.8739 2.08068e-22
1.38402 10.9398 1.79369e-22
1.38031 10.9727 3.18528e-22
1.37692 10.9291 3.65559e-22
1.37936 11.0149 2.75149e-22
1.38004 11.0117 3.44782e-22
1.38059 11.0204 2.89911e-22
1.38397 11.0705 2.32052e-22
1.379 11.0408 3.44869e-22
1.37728 11.0582 3.04871e-22
1.37898 11.0322 1.52979e-22
1.38028 11.0092 3.05595e-23
1.37664 10.9433 1.59746e-22
1.37411 10.861 2.32756e-22
1.37508 10.8688 2.50952e-22
1.37237 10.8944 2.88697e-22
1.3715 10.9071 1.28465e-22
1.37343 10.9626 2.83293e-22
1.36986 10.8678 1.33578e-22
1.37113 10.8866 2.52898e-22
1.37293 10.7894 1.81152e-22
1.37335 10.8084 1.66771e-22
1.37429 10.8008 1.56149e-22
1.37006 10.8911 2.11744e-22
1.36709 10.9761 2.58126e-22
1.3651 10.9439 1.33795e-22
1.36607 10.9616 1.01593e-22
1.36376 10.9597 2.09099e-22
1.36299 10.9894 2.15567e-22
1.36395 10.9871 1.63984e-22
1.36626 10.9911 9.72296e-23
1.36634 10.9683 2.3188e-22
1.36589 10.9529 1.10497e-22
1.36417 10.9512 4.80077e-23
1.36673 10.9585 2.69155e-22
1.36588 10.9302 2.07947e-22
1.36407 10.8548 2.42374e-22
1.36341 10.8786 2.3355e-22
1.36534 10.8774 2.54276e-22
1.36663 10.9376 2.18864e-22
1.37411 10.9362 3.79263e-23
1.37138 10.979 1.22937e-22
1.37239 10.9686 1.71159e-22
1.37515 10.9088 1.76689e-22
1.37229 10.816 1.66396e-22
1.37478 10.7985 1.52693e-22
1.37466 10.8089 2.07435e-23
1.37765 10.7521 1.24067e-23
1.37397 10.7819 1.62144e-22
1.37606 10.8258 1.5003e-22
1.37647 10.7439 1.38708e-22
1.38231 10.6974 8.42278e-23
1.38113 10.6642 9.21149e-23
1.38288 10.6607 4.34752e-23
1.38256 10.6356 2.92244e-23
1.3885 10.6672 6.03777e-23
1.38349 10.6744 8.84394e-24
1.3895 10.664 5.09535e-23
1.38729 10.66 3.27236e-23
1.38476 10.6452 6.48503e-23
1.38621 10.5979 2.87379e-23
1.38215 10.6876 2.39903e-23
1.38566 10.7797 4.6433e-23
1.38458 10.7836 7.52331e-23
1.38059 10.8413 9.05291e-23
1.37913 10.7955 5.5601e-23
1.37739 10.6884 1.00859e-22
1.37676 10.6758 1.03873e-22
1.37059 10.7431 7.52475e-23
1.36548 10.769 1.35113e-22
1.36505 10.7432 1.08111e-22
1.36531 10.778 8.75569e-23
1.36639 10.825 1.11195e-22
1.36837 10.8965 1.17122e-22
1.36709 10.8624 1.52015e-22
1.36693 10.8796 1.22299e-22
1.36561 10.9723 8.23838e-23
1.36453 11.0034 9.43616e-23
1.36341 11.003 7.11329e-23
1.366 10.9554 7.92724e-23
1.36629 10.9311 9.3863e-23
1.36755 11.0092 1.51973e-22
1.36524 11.0851 1.15838e-22
1.3621 11.0176 1.17802e-22
1.36077 11.0303 1.65823e-22
1.35822 11.0793 1.87183e-22
1.35703 11.0483 1.60711e-22
1.35893 11.0332 1.08489e-22
1.36059 10.9645 1.15286e-22
1.36079 10.9169 9.61235e-23
1.36567 10.9505 1.0774e-22
1.36073 11.0202 1.19621e-22
1.36429 10.9932 7.61317e-23
1.36776 10.9515 7.70498e-23
1.36944 11.0396 5.13321e-23
1.36987 11.109 5.00354e-23
1.36721 11.1599 1.8637e-23
1.36982 11.2164 6.23006e-23
1.36769 11.254 2.00579e-23
1.37005 11.2604 6.72801e-23
1.36823 11.2713 4.04945e-23
1.37064 11.2358 3.43895e-23
1.37151 11.2052 4.01e-24
1.36607 11.1206 8.72483e-23
1.36524 11.0846 4.33892e-23
1.36727 11.0759 7.59687e-23
1.37075 11.0314 1.62396e-23
1.36234 11.0563 4.61648e-23
1.36592 11.0923 8.26157e-23
1.3671 11.1256 5.50626e-23
1.36733 11.0743 7.46177e-23
1.36564 11.1505 8.28872e-23
1.36492 11.1791 1.03312e-22
1.36539 11.2483 8.05455e-23
1.36513 11.1688 5.54571e-23
1.36623 11.2067 5.84585e-23
1.36907 11.1907 4.68383e-23
1.37046 11.2005 3.99289e-23
1.36633 11.2708 3.16447e-23
1.37232 11.1641 6.71603e-23
1.37047 11.1323 4.80755e-23
1.36837 11.154 5.51853e-23
1.36859 11.1882 5.10605e-23
1.36914 11.2038 3.55369e-23
1.36481 11.1296 4.47088e-23
1.36718 11.1371 4.31577e-23
1.3647 11.155 4.19291e-23
1.36144 11.1499 3.15673e-23
1.36501 11.1877 4.03446e-23
1.36697 11.2391 3.58179e-23
1.36606 11.2048 6.16493e-23
1.36222 11.176 4.94201e-23
1.36202 11.1909 4.20575e-23
1.36736 11.089 3.87917e-23
1.3645 10.9765 5.33971e-23
1.36652 10.983 9.52934e-23
1.36345 11.0135 8.30222e-23
1.36292 10.9522 7.25342e-23
1.36305 11.0355 6.36184e-23
1.36465 11.0474 2.73932e-23
1.36923 11.018 7.90579e-23
1.36758 10.9219 3.7665e-23
1.37086 10.9698 6.1389e-23
1.37287 11.0243 1.07772e-22
1.37564 11.023 8.79842e-23
1.37278 11.0352 1.14819e-22
1.37147 11.1293 1.02145e-22
1.37051 11.1565 7.71303e-23
1.37278 11.1781 7.07551e-23
1.36991 11.254 7.92529e-23
1.37073 11.2639 1.00815e-22
1.36809 11.2471 4.85884e-23
1.37019 11.1893 5.29729e-23
1.36715 11.2311 4.0802e-23
1.36938 11.2997 4.59595e-23
1.36584 11.2811 8.54856e-23
1.36063 11.3038 8.17155e-23
1.36401 11.3597 5.79643e-23
1.36081 11.4726 8.02837e-23
1.3591 11.4915 3.67534e-23
1.35996 11.3592 8.33391e-23
1.36021 11.4058 9.23057e-23
1.3573 11.3801 4.68847e-23
1.35665 11.3863 1.17032e-22
1.35762 11.2988 1.0138e-22
1.35214 11.2664 1.12368e-22
1.35471 11.243 1.03468e-22
1.34984 11.1763 1.56013e-23
1.3527 11.1189 2.3335e-23
1.35755 11.1412 1.07155e-22
1.36286 11.1113 1.08099e-22
1.3638 11.0873 1.89675e-23
1.35425 11.1948 6.73104e-23
1.35451 11.2664 4.51294e-23
1.35237 11.2156 3.22184e-23
1.35548 11.1991 4.75152e-23
1.35424 11.2929 1.10952e-22
1.35034 11.3183 5.39316e-23
1.35153 11.2208 1.05785e-22
1.35276 11.214 9.02512e-23
1.34897 11.2637 9.4403e-23
1.34624 11.2798 7.9779e-23
1.34533 11.2586 6.98758e-23
1.345 11.2732 6.75739e-23
1.34706 11.2641 1.47074e-22
1.34651 11.2191 1.23505e-22
1.34194 11.247 1.43929e-23
1.34319 11.165 1.69849e-23
1.34672 11.1999 7.30034e-23
1.34797 11.2451 7.33124e-23
1.34578 11.1771 1.18079e-22
1.34361 11.1702 1.20675e-22
1.3395 11.1431 8.06235e-23
1.34148 11.0306 2.87397e-23
1.33641 11.0693 5.60982e-23
1.33783 11.1366 9.41964e-23
1.33871 11.1598 9.16458e-23
1.33744 11.1499 9.32322e-23
1.33817 11.1648 9.65078e-23
1.342 11.1396 9.86821e-23
1.33888 11.0797 8.81177e-23
1.34011 11.0515 6.97076e-23
1.34273 11.0831 3.74925e-23
1.34275 11.1174 1.15252e-22
1.34116 11.097 5.7033e-23
1.34168 11.0403 7.147e-23
1.3408 11.0058 1.00429e-22
1.33706 11.084 1.30922e-22
1.33622 11.0716 1.18443e-22
1.33823 10.9376 1.137e-22
1.33867 10.9388 6.80061e-23
1.33754 10.9375 7.79346e-23
1.34146 10.8324 8.79489e-23
1.34767 10.7875 1.13068e-22
1.34644 10.787 1.02598e-22
1.34658 10.7152 5.07088e-23
1.34841 10.7465 9.23557e-23
1.34643 10.8297 8.59578e-23
1.34945 10.7443 1.0135e-22
1.34946 10.7539 1.04553e-22
1.34911 10.741 7.20197e-23
1.34605 10.7064 5.11167e-23
1.3549 10.6293 1.91152e-23
1.35352 10.597 9.06972e-23
1.35077 10.6565 9.11867e-23
1.35207 10.6921 1.04105e-22
1.35684 10.6714 1.13789e-22
1.35583 10.6978 6.33035e-23
1.35404 10.7375 1.48086e-22
1.35833 10.6979 5.11735e-23
1.35739 10.6449 7.85922e-23
1.3559 10.6624 1.36485e-22
1.35655 10.6611 8.95479e-23
1.36323 10.5739 1.04487e-22
1.35849 10.5793 1.09899e-22
1.35481 10.5722 6.47321e-23
1.3516 10.5325 3.81893e-23
1.35295 10.4763 6.81342e-23
1.34968 10.4227 7.58048e-24
1.34659 10.4515 4.04037e-23
1.34241 10.5499 3.05977e-23
1.34517 10.5509 4.51958e-23
1.34508 10.4867 5.81436e-23
1.34322 10.5378 5.18799e-23
1.34182 10.5841 7.13305e-23
1.3421 10.5772 7.45324e-23
1.34054 10.646 8.27983e-23
1.33863 10.7178 7.64478e-23
1.34147 10.6637 3.09267e-24
1.3407 10.6367 1.91381e-23
1.33989 10.6219 6.55468e-23
1.33901 10.5981 2.84475e-23
1.33871 10.5284 2.46266e-23
1.33945 10.4743 4.10898e-23
1.33796 10.4733 3.42396e-23
1.33778 10.5823 2.60809e-23
1.3398 10.5675 3.18988e-23
1.33668 10.5541 2.36946e-23
1.33914 10.5912 2.46617e-23
1.34281 10.5722 5.01527e-23
1.34195 10.5462 6.4102e-23
1.3439 10.4834 4.44287e-23
1.34349 10.4601 4.9064e-23
1.34477 10.4174 4.22463e-23
1.34453 10.3636 1.67471e-23
1.34338 10.3743 1.43954e-23
1.34472 10.3558 7.89314e-24
1.34555 10.3965 3.42978e-23
1.34583 10.4841 2.90363e-23
1.34753 10.4677 4.79078e-23
1.35138 10.4912 5.9248e-23
1.3518 10.5106 1.65251e-23
1.35428 10.5469 1.03088e-22
1.35196 10.6082 9.94489e-23
1.35536 10.6275 1.44676e-22
1.35593 10.6496 1.10372e-22
1.35198 10.684 6.7259e-23
1.35476 10.7137 9.63357e-23
1.3517 10.6502 1.16044e-22
1.35209 10.6725 3.61744e-23
1.35266 10.7105 5.38474e-23
1.34832 10.7233 1.32987e-22
1.34725 10.6597 1.13529e-22
1.34597 10.6895 1.32668e-22
1.34673 10.6709 1.20014e-22
1.34491 10.6936 5.10094e-23
1.34061 10.6842 2.56188e-23
1.34231 10.7627 1.12024e-22
1.34161 10.8221 1.06263e-22
1.34265 10.8201 8.82959e-23
1.34544 10.8432 7.84204e-23
1.34097 10.8207 7.81555e-23
1.33994 10.7933 6.09646e-23
1.33377 10.7537 2.48772e-23
1.33307 10.7701 4.79008e-23
1.33272 10.7044 4.13412e-23
1.33074 10.7701 1.36885e-23
1.32664 10.7419 1.48971e-23
1.32563 10.7255 2.0393e-23
1.32619 10.7157 4.24415e-24
1.32588 10.683 2.33014e-23
1.32202 10.7142 1.65791e-23
1.32257 10.6719 1.33033e-23
1.31936 10.7572 1.12915e-23
1.3206 10.7398 9.41912e-24
1.31891 10.8063 8.22058e-24
1.31851 10.8464 3.92658e-24
1.32116 10.7565 1.16479e-23
1.32178 10.6825 1.15357e-23
1.3257 10.7229 2.62999e-24
1.32247 10.6569 3.71107e-24
1.31966 10.7006 9.91857e-24
1.32353 10.6002 1.19552e-23
1.31647 10.6338 7.10444e-24
1.31702 10.5911 4.73605e-24
1.31768 10.6435 9.32926e-24
1.31648 10.6956 8.59918e-24
1.31716 10.6752 7.29488e-24
1.31938 10.667 7.17402e-24
1.32361 10.7102 8.17831e-24
1.32472 10.6735 1.01433e-23
1.32316 10.7022 7.96723e-24
1.32528 10.7042 5.39642e-24
1.32541 10.6327 7.56567e-24
1.32219 10.6236 4.71288e-25
1.32407 10.605 5.02173e-24
1.3275 10.6087 8.60646e-24
1.32349 10.5783 3.79676e-24
1.3268 10.6355 5.83256e-24
1.32881 10.6312 6.96796e-24
1.32844 10.6304 9.85399e-24
1.33377 10.656 1.75754e-23
1.33125 10.6602 8.39119e-24
1.33241 10.6974 1.10017e-23
1.33528 10.6283 1.18986e-23
1.33357 10.6966 4.51769e-24
1.33737 10.6092 1.48864e-23
1.33878 10.623 2.16971e-23
1.34229 10.5147 1.66663e-23
1.34571 10.5446 2.14171e-23
1.3438 10.5242 2.10453e-23
1.34696 10.5189 1.67625e-23
1.346 10.5374 2.6804e-23
1.34315 10.5554 2.49723e-23
1.34698 10.5789 3.24569e-23
1.34728 10.6306 1.84607e-23
1.35248 10.6144 1.05151e-23
1.34998 10.5703 2.91612e-23
1.34934 10.5459 2.15613e-23
1.344 10.5926 1.47861e-23
1.34447 10.5272 2.49494e-23
1.34199 10.5472 8.86753e-24
1.34279 10.6454 6.67214e-24
1.34287 10.4815 6.92874e-24
1.34043 10.4205 9.49781e-24
1.34207 10.3996 1.30733e-23
1.34316 10.2992 3.34833e-24
1.34395 10.2892 1.10175e-23
1.34276 10.291 9.56177e-24
1.34719 10.3407 6.12977e-24
1.34915 10.3255 3.56942e-24
1.34609 10.2819 1.16079e-23
1.34086 10.3085 9.53887e-24
1.33812 10.3168 5.60319e-24
1.33989 10.364 1.10733e-23
1.33893 10.3713 6.48223e-24
1.33748 10.406 1.51858e-23
1.34121 10.3988 7.12253e-24
1.34075 10.3792 1.65404e-23
1.34181 10.2941 1.26313e-23
1.34164 10.3543 1.51347e-23
1.33939 10.3688 2.56614e-24
1.33538 10.4027 3.52002e-24
1.33845 10.372 1.32892e-23
1.33639 10.3351 1.22459e-23
1.3357 10.3441 8.80131e-24
1.3347 10.4004 1.16869e-23
1.33161 10.3723 8.22585e-24
1.33434 10.476 9.73986e-24
1.33169 10.4839 1.05684e-23
1.33405 10.4987 4.77644e-24
1.33275 10.5241 1.57505e-23
1.33019 10.4779 5.12586e-24
1.33321 10.4132 1.14881e-23
1.33302 10.4222 1.26063e-23
1.33129 10.4053 1.18202e-23
1.33151 10.4004 9.65799e-24
1.32784 10.3789 5.88451e-24
1.32747 10.4139 9.11309e-24
1.32661 10.3497 6.6899e-24
1.32735 10.3716 5.88533e-24
1.32682 10.3537 6.60736e-24
1.32867 10.4355 2.53216e-24
1.33002 10.4514 1.14235e-23
1.32953 10.4564 1.10422e-23
1.33153 10.3651 7.52622e-24
1.33064 10.382 6.37742e-24
1.32609 10.3907 5.78027e-24
1.32068 10.4325 4.47993e-24
1.32227 10.5226 5.70172e-24
1.32188 10.5767 9.16665e-24
1.31992 10.6447 6.8606e-24
1.3156 10.6392 6.43731e-24
1.3144 10.6852 3.26646e-24
1.30931 10.7782 3.36611e-24
1.30975 10.827 5.02006e-24
1.3132 10.7828 4.93738e-24
1.31323 10.7387 6.14775e-24
1.31462 10.7534 6.71695e-24
1.31441 10.7381 7.64793e-24
1.31539 10.8095 9.47996e-24
1.31596 10.7793 9.39674e-24
1.31296 10.7921 7.02652e-24
1.31365 10.7748 3.22003e-24
1.31498 10.7717 9.06605e-24
1.31431 10.7935 9.06466e-24
1.31479 10.7667 1.01393e-24
1.31189 10.8336 1.26851e-24
1.3135 10.8488 7.75426e-25
1.31534 10.8457 5.46464e-24
1.31717 10.9873 1.00506e-24
1.31996 10.991 1.32029e-25
1.31931 10.9426 7.33101e-25
1.31479 10.8606 5.31351e-24
1.31627 10.8997 3.60121e-24
1.31195 10.8343 6.0417e-24
1.31492 10.7821 7.53225e-24
1.31765 10.6566 3.90854e-24
1.31837 10.6907 8.66781e-24
1.32274 10.6482 1.35613e-23
1.32322 10.633 4.04361e-24
1.32541 10.5368 1.10631e-23
1.32782 10.5587 1.66758e-23
1.32969 10.5554 1.47455e-23
1.32975 10.5224 1.84203e-23
1.33029 10.5373 1.53645e-23
1.33056 10.5781 8.98677e-24
1.33344 10.5281 1.83201e-24
1.33119 10.5477 3.22589e-24
1.32851 10.5257 1.63485e-23
1.33003 10.4759 7.08741e-24
1.33233 10.5533 1.56949e-23
1.33499 10.5355 2.83664e-23
1.33868 10.6057 2.04067e-23
1.33745 10.574 2.66986e-23
1.3386 10.5289 3.04287e-23
1.34326 10.5664 2.31812e-23
1.33734 10.61 1.16822e-23
1.33654 10.631 1.96378e-23
1.33366 10.6647 1.63775e-23
1.33186 10.603 1.12888e-23
1.33565 10.5964 3.3513e-23
1.33457 10.5027 2.6148e-23
1.33314 10.4544 2.01232e-23
1.33434 10.4226 1.85655e-23
1.33672 10.3832 1.90427e-23
1.33472 10.4021 1.5348e-23
1.34025 10.4947 1.4811e-23
1.34067 10.3372 1.89317e-23
1.34025 10.3368 8.92289e-24
1.33909 10.2994 6.24495e-24
1.34087 10.313 7.18296e-24
1.34056 10.3723 6.21113e-24
1.33907 10.345 3.34793e-24
1.34042 10.4087 1.5076e-23
1.34045 10.3918 1.75822e-23
1.34114 10.4221 1.29007e-23
1.34433 10.3062 9.6117e-24
1.34384 10.3069 1.60266e-23
1.34631 10.2753 1.50964e-23
1.34399 10.273 1.32689e-23
1.34697 10.3693 1.76976e-23
1.34775 10.4252 2.51744e-23
1.343 10.4337 2.29075e-23
1.34291 10.4915 1.42255e-23
1.34056 10.4094 1.10365e-23
1.33667 10.3542 9.65099e-24
1.33652 10.359 9.64833e-24
1.33745 10.3529 9.51189e-24
1.33451 10.3006 5.18241e-24
1.33036 10.2858 3.69717e-24
1.33506 10.3789 9.91607e-24
1.33354 10.4698 1.12545e-23
1.33385 10.4991 5.15403e-24
1.33156 10.5655 1.20268e-23
1.33529 10.571 1.43139e-23
1.33635 10.5408 8.12023e-24
1.33746 10.4623 1.51537e-23
1.33909 10.437 1.67707e-23
1.33895 10.5123 2.19391e-23
1.34327 10.5771 2.78412e-23
1.34269 10.5872 7.23297e-24
1.34356 10.6581 1.24022e-23
1.34504 10.598 3.64657e-23
1.34467 10.6458 2.81643e-23
1.34724 10.6974 2.55043e-23
1.34639 10.6 4.56772e-23
1.34384 10.6111 3.39534e-23
1.3447 10.6254 4.14771e-23
1.34597 10.595 3.89836e-23
1.34544 10.6458 3.11415e-23
1.34373 10.6263 4.30586e-23
1.34032 10.6954 4.89639e-24
1.34414 10.6523 1.57234e-23
1.33818 10.6644 1.47773e-23
1.33727 10.677 1.48904e-23
1.33738 10.7173 1.4333e-23
1.33614 10.8375 3.841e-23
1.33591 10.8012 3.7692e-23
1.33596 10.774 3.30398e-23
1.33957 10.6526 2.52437e-23
1.338 10.666 6.07793e-24
1.33665 10.6361 7.78064e-24
1.33678 10.6965 2.19109e-23
1.33557 10.6988 1.13918e-23
1.33417 10.7413 2.29438e-23
1.33668 10.763 2.64858e-23
1.33814 10.765 2.52839e-23
1.33863 10.7615 2.87935e-23
1.34125 10.7955 2.12832e-23
1.33818 10.8098 1.68906e-23
1.33401 10.8319 2.89622e-23
1.33187 10.8388 8.75697e-24
1.33251 10.7714 6.192e-25
1.33034 10.8441 1.53774e-24
1.33417 10.8795 2.5037e-23
1.33292 10.8986 2.10947e-23
1.32822 10.8785 9.99414e-24
1.32624 10.9734 2.44109e-23
1.32 10.9627 1.26205e-23
1.32072 10.9719 9.8159e-24
1.32078 11.0337 2.26329e-23
1.32021 11.0644 1.66526e-23
1.31571 11.0358 1.14136e-23
1.31442 11.0505 1.52276e-23
1.32009 11.0648 9.29815e-24
1.32216 10.9789 2.74182e-23
1.32598 10.9561 3.20992e-23
1.32375 11.0482 3.27042e-23
1.3227 11.1706 2.53752e-23
1.3259 11.1338 2.84703e-23
1.32212 11.1501 2.5884e-23
1.32924 11.1742 3.56797e-23
